Type_Source,Administration,عدد المناصب,Corps,Grade,Nom du poste,تاريخ النشر,آخر أجل لإيداع الترشيحات,تاريخ الإمتحان,Année
Établissement,Agence Régionale d'exécution des projets région de Rabat-Salé-Kénitra,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2023-05-05,2023-05-22,2023-06-10,2023
Établissement,Agence Régionale d'exécution des projets région de Rabat-Salé-Kénitra,1,Ingénieurs et architectes,Architecte 1er grade,Non spécifié,2023-05-05,2023-05-22,2023-06-10,2023
Établissement,Agence Régionale d'exécution des projets région de Rabat-Salé-Kénitra,2,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-05,2023-05-22,2023-06-10,2023
Établissement,Agence Régionale d'exécution des projets région de Rabat-Salé-Kénitra,4,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-05,2023-05-22,2023-06-10,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,PROFESSEUR DE L''ENSEIGNEMENT SUPÉRIEUR ASSISTANT,2023-05-06,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,PROFESSEUR DE L''ENSEIGNEMENT SUPÉRIEUR ASSISTANT,2023-05-06,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,PROFESSEUR DE L''ENSEIGNEMENT SUPÉRIEUR ASSISTANT,2023-05-06,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,PROFESSEUR DE L''ENSEIGNEMENT SUPÉRIEUR ASSISTANT,2023-05-06,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,2,Non spécifié,Non spécifié,PROFESSEUR DE L''ENSEIGNEMENT SUPÉRIEUR ASSISTANT,2023-05-06,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,2,Non spécifié,Non spécifié,PROFESSEUR DE L''ENSEIGNEMENT SUPÉRIEUR ASSISTANT,2023-05-06,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-08,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-08,2023-05-26,,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,2,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,Formateur en audiovisuel (RH 144/2023),2023-05-08,2023-05-30,2024-07-03,2023
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,4,Non spécifié,Non spécifié,Formateur en Agroalimentaire (RH 145/2023),2023-05-08,2023-05-30,,2023
Établissement,Université Cadi Ayyad,2,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Maghreb Arabe Presse,1,Non spécifié,Non spécifié,(01) Ingénieur d’Etat en Systèmes d’Information (Echelle 11) Poste basé à Rabat,2023-05-08,2023-05-24,2023-06-24,2023
Établissement,Maghreb Arabe Presse,2,Non spécifié,Non spécifié,Techniciens spécialisés Réseaux et Télécoms et infrastructure Digitale (Statutaires),2023-05-08,2023-05-24,2023-06-24,2023
Établissement,Maghreb Arabe Presse,1,Non spécifié,Non spécifié,Éditeur Photo (Echelle 11) (poste basé dans les pôles régionaux de la M.A.P),2023-05-08,2023-05-24,2023-06-24,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-08,2023-05-26,,2023
Établissement,Université Cadi Ayyad,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-08,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-08,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''''enseignement supérieur Assistant,2023-05-08,2023-05-26,,2023
Établissement,Maghreb Arabe Presse,4,Non spécifié,Non spécifié,Caméramans (Echelle 10) (Postes basés à Rabat ou pôles régionaux de la M.A.P),2023-05-08,2023-05-24,2023-06-24,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,2,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,2,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Abdelmalek Essaâdi - Tétouan,14,Non spécifié,Non spécifié,"Administrateurs 2éme grade (13 Postes), et Un Administrateur 3 éme grade (01 poste) le 11-06-2023",2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Abdelmalek Essaâdi - Tétouan,11,Non spécifié,Non spécifié,Techniciens 3 éme grade (11 Postes) le 11-06-2023,2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Abdelmalek Essaâdi - Tétouan,5,Non spécifié,Non spécifié,"Ingénieurs 1 er grade (05 Postes), (Date du concours : 11/06/2023)",2023-05-08,2023-05-24,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Techniciens,Technicien de 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Administrateurs,Administrateur 3ème grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Université Cadi Ayyad,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2023-05-08,2023-05-23,2023-06-11,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,3,Non spécifié,Non spécifié,Cadre ayant un diplôme d''Ingénieur d''Etat en Génie Civil ou Hydraulique ou Environnement ou Rural,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Cadre ayant un diplôme d''Ingénieur d''Etat en Génie Electrique,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Cadre ayant un diplôme d''Ingénieur d''Etat en Génie des Procédés Industriels,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Cadre ayant un diplôme d''Ingénieur d''Etat en Génie Industriel,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,Cadre ayant un diplôme d''Ingénieur d''Etat en Génie Informatique,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,Cadre ayant un diplôme d''Etat (Bac+5) Cycle Normal ENCG-ISCAE en Comptabilité ou Finance ou Commerce,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Cadre ayant un diplôme d''Etat (Bac+5) : Master ou diplôme ENCG-ISCAE en Ressources Humaines,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Agent de maîtrise ayant une Licence d’Etat (Bac+3) en infirmerie,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Agent de maîtrise ayant une Licence d’Etat (Bac+3) en Droit Privé,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Agent de maîtrise ayant une Licence d’Etat (Bac+3) en Bioprocédés,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,4,Non spécifié,Non spécifié,Agent de maîtrise à diplôme d’Etat Bac+2 de TS ou DUT ou BTS en Electricité,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,3,Non spécifié,Non spécifié,Agent de maîtrise à diplôme d’Etat Bac+2 de TS ou DUT ou BTS en Génie Civil,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,3,Non spécifié,Non spécifié,Agent de Maîtrise à un diplôme d’Etat Bac+2 de TS ou DUT ou BTS en Hydraulique,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Agent de Maîtrise à un diplôme d’Etat Bac+2 de TS ou DUT ou BTS en Topographie,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,3,Non spécifié,Non spécifié,Agent de Maîtrise à un diplôme d’Etat Bac+2 de TS ou DUT ou BTS en Gestion des Entreprises,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,3,Non spécifié,Non spécifié,Agent de Maîtrise à un diplôme d’Etat Bac+2 de TS ou DUT ou BTS en Commerce,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,3,Non spécifié,Non spécifié,Agent de Maîtrise à un diplôme d’Etat Bac+2 de TS ou DUT ou BTS en Informatique,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,11,Non spécifié,Non spécifié,Agent d’exécution ayant un Baccalauréat avec connaissances en informatique,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,10,Non spécifié,Non spécifié,Agent d’exécution à diplôme d’Etat de Qualification en Plomberie,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,10,Non spécifié,Non spécifié,Agent d’exécution à diplôme d’Etat de Qualification en Electricité,2023-05-09,2023-05-29,2023-06-25,2023
Établissement,Université Moulay Ismaïl - Meknès,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-09,2023-05-24,2023-06-11,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-09,2023-05-26,,2023
Établissement,Université Sidi Mohamed Ben Abdellah -Fès-,12,"Enseignants chercheurs de médecine, de pharmacie et de medécine dentaire",Professeur Agrégé grade A,Non spécifié,2023-05-09,2023-05-26,2023-06-26,2023
Établissement,Agence Régionale d'exécution des projets région de Guelmim Oued-Noun,1,Ingénieurs et architectes,Architecte 1er grade,Non spécifié,2023-05-09,2023-05-31,,2023
Établissement,Agence Régionale d'exécution des projets région de Guelmim Oued-Noun,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2023-05-09,2023-05-31,,2023
Établissement,Université Abdelmalek Essaâdi - Tétouan,39,Non spécifié,Non spécifié,"39 professeurs assistants, titulaires d’un Doctorat ou d’un Doctorat d’Etat , session 10/06/2023",2023-05-10,2023-05-26,2023-06-10,2023
Établissement,Dyar Al Madina,1,Non spécifié,Non spécifié,Responsable de la coordination et du contrôle qualité,2023-05-10,2023-05-24,,2023
Établissement,Agence Régionale d'exécution des projets région de Casablanca-Settat,1,Non spécifié,Non spécifié,Cadre en informatique,2023-05-10,2023-05-26,2023-06-14,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,Recrutement d''''''''un administrateur 2 eme grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,Administrateur 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,2,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,2,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,2,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,ingénieur d''etat 1 er grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,Administrateur 2 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,Administrateur 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Univesité Chouaïb Doukkali - El Jadida,1,Non spécifié,Non spécifié,Professeur de l''enseignement supérieur Assistant,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,Administrateur 2 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,3,Non spécifié,Non spécifié,Administrateur 2 ème et 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,Administrateur 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,Administrateur 2 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-10,2023-05-26,,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 2ème grade à l’ENCG d’Agadir Spécialité : Communication,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à l’ENCG Dakhla Spécialité : Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 2ème grade à la Faculté d’Economie et de Gestion Guelmim Spécialité : Droit,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à l’EST Ouarzazate Spécialité : Développement Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 2ème grade à l’EST Ouarzazate Spécialité : Economie et gestion,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à la FLASH Ait Melloul Spécialité : Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,2,Non spécifié,Non spécifié,Technicien 3ème grade à la FLSH Agadir Spécialité : Développement Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à la Faculté de Médecine et de pharmacie de Guelmim Spécialité : Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Admin.2ème grade à Faculté de Médecine et de pharmacie de Guelmim Spécialité : Economie et gestion,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à la FPO Spécialité : Développement Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 2ème grade à FPT Spécialité : Economie et gestion,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à la Faculté des sciences d’Agadir Spécialité : Développement Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à la Faculté des sciences d’Agadir Spécialité : Gestion des entreprises,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 3ème grade à la Faculté des sciences d’Agadir Spécialité : Chimie,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Tech. 3ème grade à la Fac.des sciences appliquées Ait melloul Spécialité: Développement informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Technicien 3ème grade à la Faculté des FSJES Agadir Spécialité : Développement informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Tech.3ème grade à la Présidence au profit de l’ESIASD Taroudant Spéci : Développement informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 2ème grade à la Présidence Spécialité : Génie civil,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 2ème grade à la Présidence Spécialité : Finance,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,2,Non spécifié,Non spécifié,Administrateur 2ème grade à la Présidence Spécialité : Informatique,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Ibn Zohr - Agadir,1,Non spécifié,Non spécifié,Administrateur 2ème grade à la Présidence Spécialité : Marketing,2023-05-11,2023-05-26,2023-06-11,2023
Établissement,Université Mohammed V,18,Non spécifié,Non spécifié,professeur agrégé à la FPMH,2023-05-11,2023-06-04,2023-07-05,2023
Établissement,Université Mohammed V,111,Non spécifié,Non spécifié,PESA à la FMPH de Rabat,2023-05-11,2023-06-08,2023-07-10,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-11,2023-05-26,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-11,2023-05-26,,2023
Établissement,Office National Des Aéroports,2,Non spécifié,Non spécifié,Ingénieur d’Etat en Génie Civil,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,2,Non spécifié,Non spécifié,Ingénieur d’Etat en Génie Electrique,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,2,Non spécifié,Non spécifié,Ingénieur d’Etat en Electronique ou équivalent,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,1,Non spécifié,Non spécifié,Ingénieur d’Etat en Qualité,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,1,Non spécifié,Non spécifié,Ingénieur d’Etat en Statistiques,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,10,Non spécifié,Non spécifié,Ingénieurs en Gestion des Opérations Aéroportuaires/ Ingénieur de Process,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,10,Non spécifié,Non spécifié,Cadres informaticien(ne)s (Bac+5ans),2023-05-11,2023-06-09,,2023
Établissement,Société Régionale Multiservices Fès-Meknès,6,Non spécifié,Non spécifié,Cadres et Ingénieurs,2023-05-11,2023-05-25,2023-07-29,2023
Établissement,Société Régionale Multiservices Fès-Meknès,20,Non spécifié,Non spécifié,Techniciens Spécialisés,2023-05-11,2023-05-25,2023-07-29,2023
Établissement,Société Régionale Multiservices Fès-Meknès,12,Non spécifié,Non spécifié,Agents d''Exécution,2023-05-11,2023-05-25,2023-07-29,2023
Établissement,Office National Des Aéroports,4,Non spécifié,Non spécifié,Cadres Juristes,2023-05-11,2023-06-09,,2023
Établissement,Université Hassan II - Casablanca,2,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-11,2023-05-27,,2023
Établissement,Office National Des Aéroports,2,Non spécifié,Non spécifié,Cadre Financier,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,6,Non spécifié,Non spécifié,Cadres informaticien(ne)s (Bac+3 ans),2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,8,Non spécifié,Non spécifié,Chargé (e) de la gestion de la sécurité,2023-05-11,2023-06-09,,2023
Établissement,Université Hassan II - Casablanca,3,Non spécifié,Non spécifié,technicien 3 ème grade + Administrateur 2 ème grade,2023-05-11,2023-05-26,,2023
Établissement,Office National Des Aéroports,22,Non spécifié,Non spécifié,Technicien(ne) Spécialisé(e) en Génie Civil,2023-05-11,2023-06-09,,2023
Établissement,Université Hassan II - Casablanca,1,Non spécifié,Non spécifié,technicien 3 ème grade,2023-05-11,2023-05-26,,2023
Établissement,Office National Des Aéroports,6,Non spécifié,Non spécifié,Technicien (ne) en Electricité,2023-05-11,2023-06-09,,2023
Établissement,Poste Maroc,70,Non spécifié,Non spécifié,Facteur,2023-05-11,2023-05-25,,2023
Établissement,Office National Des Aéroports,12,Non spécifié,Non spécifié,Technicien(ne) Spécialisé(e)ou Brevet de Technicien(ne) Supérieur(e) en Electronique,2023-05-11,2023-05-26,,2023
Établissement,Office National Des Aéroports,4,Non spécifié,Non spécifié,Technicien(ne) Spécialisé(e) en Electromécanique des Systèmes Automatisés,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,4,Non spécifié,Non spécifié,Technicien(ne) Spécialisé(e) en Electrothermie,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,24,Non spécifié,Non spécifié,Agent PCO/Technicien(ne) Spécialisé(e) informatiques,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,21,Non spécifié,Non spécifié,Agents d''Aérogare/ Agents de supervision des opérations aéroportuaires,2023-05-11,2023-06-09,,2023
Établissement,Office National Des Aéroports,10,Non spécifié,Non spécifié,Chargé de la gestion des aires de mouvement ou GAT,2023-05-11,2023-06-09,,2023
Établissement,Atlas Multiservices,150,Non spécifié,Non spécifié,Hôtesses de l''air et Stewards,2023-05-11,2023-05-25,,2023
